,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
127,CNN,"Top Koch network official says, ""The divisiveness of this White House is causing long-term damage""… https://t.co/1kCcq3fcr0",Mon Jul 30 12:32:44 +0000 2018,0.2023,0.107,0.893,0.0
128,CNN,President Donald Trump's re-election campaign has denied it is using Chinese manufacturers to produce campaign flag… https://t.co/xX1trbMUXm,Mon Jul 30 12:20:17 +0000 2018,-0.4404,0.0,0.847,0.153
129,CNN,"Alcohol in breast milk may lead to lower cognition in kids, study finds https://t.co/tOhWphxOWx https://t.co/HeFmBqJb7l",Mon Jul 30 12:08:02 +0000 2018,-0.296,0.0,0.864,0.136
130,CNN,A German cruise line is facing outrage after one of its employees shot and killed a wild polar bear in Norway after… https://t.co/hFdt7KMJX4,Mon Jul 30 11:55:41 +0000 2018,-0.8316,0.0,0.709,0.291
131,CNN,Man spoke with his wife in the moments before she and 2 great-grandkids died in California's Carr Fire… https://t.co/cgkcEAdV2E,Mon Jul 30 11:43:51 +0000 2018,-0.5574,0.0,0.825,0.175
132,CNN,Australian Archbishop Philip Wilson resigns after sex abuse coverup https://t.co/nG8gtm1k81 https://t.co/v9QaSRyllC,Mon Jul 30 11:32:14 +0000 2018,-0.7579,0.0,0.581,0.419
133,CNN,Safety measures will be in place to protect mourners at the funeral of a Novichok victim in the UK https://t.co/dQ9adpJkxB,Mon Jul 30 11:21:02 +0000 2018,-0.25,0.201,0.522,0.276
134,CNN,More than 4 million people have been excluded from Indian citizenship in a controversial registry… https://t.co/r90hOiUmM6,Mon Jul 30 11:10:09 +0000 2018,-0.4939,0.0,0.741,0.259
135,CNN,Zimbabweans are voting in what many hope will be something the country has never seen before: a free and fair elect… https://t.co/5eK5TOSDTK,Mon Jul 30 10:58:18 +0000 2018,0.3607,0.201,0.695,0.104
136,CNN,Scientists are proposing the radical evolutionary step of genetically engineering mice to get rid of Lyme disease… https://t.co/mwmaya65GL,Mon Jul 30 10:47:40 +0000 2018,0.0,0.0,1.0,0.0
137,CNN,The UK Foreign Secretary accidentally called his Chinese wife Japanese. In Beijing. https://t.co/yu4dDFMg5l https://t.co/sUxQ9dU4Qp,Mon Jul 30 10:41:10 +0000 2018,-0.34,0.0,0.844,0.156
138,CNN,Scientists are borrowing cancer-fighting techniques to treat Alzheimer's https://t.co/rtJJQUJEY9,Mon Jul 30 10:34:25 +0000 2018,0.4019,0.252,0.748,0.0
139,CNN,How reporter Ronan Farrow keeps landing #MeToo scoops https://t.co/vXMelYQYEB https://t.co/vV9se8w5oP,Mon Jul 30 10:28:05 +0000 2018,0.0,0.0,1.0,0.0
140,BBC News (World),"""What happened to the Rohingya in Myanmar could happen to us here. We are afraid.""

Villagers in the Indian state o… https://t.co/9bBAPAbynj",Mon Jul 30 13:14:49 +0000 2018,0.0,0.0,1.0,0.0
141,BBC News (World),Kenya race row retailer Chandarana Foodplus defies governor https://t.co/AY27qJXzgg,Mon Jul 30 13:04:41 +0000 2018,0.0,0.0,1.0,0.0
142,BBC News (World),"RT @BBCSport: Sad news. 

Olympic cross-country skiing gold medallist Vibeke Skofterud has died in a jet-skiing accident at the age of 38.…",Mon Jul 30 12:51:00 +0000 2018,-0.8689,0.0,0.647,0.353
143,BBC News (World),Germany gripped by #MeTwo racism debate https://t.co/rD9gkdNd8y,Mon Jul 30 12:33:10 +0000 2018,-0.6249,0.0,0.594,0.406
144,BBC News (World),Julian Assange in the Ecuadorian embassy: Timeline https://t.co/JmBR57v0sD,Mon Jul 30 12:30:29 +0000 2018,0.0,0.0,1.0,0.0
145,BBC News (World),Ramsey by-election turnout 'disappointing' https://t.co/vFkpt0REAq,Mon Jul 30 12:20:25 +0000 2018,0.0,0.0,1.0,0.0
146,BBC News (World),India leopard attack: Baby injured after being snatched in Gujarat https://t.co/B9dKthEC20,Mon Jul 30 11:54:29 +0000 2018,-0.7003,0.0,0.608,0.392
147,BBC News (World),Ben-my-Chree returns after 'unprecedented' turbo failure https://t.co/QJhKIEiB02,Mon Jul 30 11:36:47 +0000 2018,-0.5106,0.0,0.645,0.355
148,BBC News (World),France shocked over video of woman being slapped by harasser https://t.co/1dhWKCZVcl,Mon Jul 30 11:28:53 +0000 2018,-0.6908,0.0,0.612,0.388
149,BBC News (World),Why Jeremy Hunt's 'Japanese' wife gaffe is a bad mistake https://t.co/QF7F2ALAHV,Mon Jul 30 11:18:20 +0000 2018,-0.7096,0.0,0.576,0.424
150,BBC News (World),"This shocking video of prison brutality has caused an outcry in Russia 

https://t.co/7ZhUO7RvAB https://t.co/OKiSkkyWsu",Mon Jul 30 10:14:32 +0000 2018,-0.9231,0.0,0.429,0.571
151,BBC News (World),Algeria profile - Timeline https://t.co/wiGpiNuvxZ,Mon Jul 30 09:10:44 +0000 2018,0.0,0.0,1.0,0.0
152,BBC News (World),Algeria country profile https://t.co/TdAyD9oAsN,Mon Jul 30 09:08:04 +0000 2018,0.0,0.0,1.0,0.0
153,BBC News (World),A mystery solved after more than 60 years https://t.co/leRo6RYbSG,Mon Jul 30 09:04:56 +0000 2018,0.2732,0.231,0.769,0.0
154,BBC News (World),RT @BBCNewsbeat: The Melbourne residents managed to trap the kangaroo in the bathroom 🇦🇺 https://t.co/FcVuTn9wBY,Mon Jul 30 08:59:59 +0000 2018,-0.3182,0.0,0.859,0.141
155,BBC News (World),Tajikistan probes 'attack' that left four foreign cyclists dead https://t.co/OFZ0UL44Iz,Mon Jul 30 08:40:52 +0000 2018,-0.6486,0.0,0.677,0.323
156,BBC News (World),Cricket Australia accused of sacking woman over abortion tweets https://t.co/c1RxNj9sAg,Mon Jul 30 07:20:46 +0000 2018,-0.296,0.0,0.804,0.196
157,BBC News (World),"RT @BBCIndia: With Bangladesh unlikely to accept them, where will these millions of people go? @soutikBBC writes.
 https://t.co/CjXFO46ljq",Mon Jul 30 07:17:25 +0000 2018,0.3818,0.133,0.867,0.0
158,BBC News (World),"RT @BBCBenThompson: As one of Britain's largest travel firms stops selling tickets to marine parks that keep killer whales, we want to know…",Mon Jul 30 07:17:19 +0000 2018,-0.6808,0.048,0.735,0.217
159,BBC News (World),What happens to India's four million 'stateless' people? https://t.co/rvyHpVB4Js,Mon Jul 30 07:05:02 +0000 2018,0.0,0.0,1.0,0.0
160,CBS News,"""Medicare for all"" plan touted by Bernie Sanders would cost $32.6 trillion, study finds https://t.co/7eqKM21V5Z https://t.co/R7Svzw7tNC",Mon Jul 30 13:29:54 +0000 2018,-0.0516,0.0,0.926,0.074
161,CBS News,Hundreds of tourists trapped on Indonesia volcano after earthquake https://t.co/v3mq1WEtJ6 https://t.co/aRy9wSIjW5,Mon Jul 30 13:14:44 +0000 2018,-0.5267,0.0,0.746,0.254
162,CBS News,DREAM DRESS: A father worked three jobs to buy his daughter her dream dress dress for the 8th grade dance. His surp… https://t.co/FGqe626d96,Mon Jul 30 13:00:21 +0000 2018,0.5766,0.191,0.809,0.0
163,CBS News,Nearly $1 million medical bill for Utah inmate highlights problem for jails https://t.co/pTWuz08caE https://t.co/gNBjzqkP2i,Mon Jul 30 12:39:34 +0000 2018,-0.4019,0.0,0.828,0.172
164,CBS News,"Sea mammal on brink of extinction targeted by ""mafias"" in Baja, Mexico https://t.co/OOzCSJnDp5 https://t.co/mE7tzp1835",Mon Jul 30 12:19:32 +0000 2018,0.0,0.0,1.0,0.0
165,CBS News,"""I was talking to my little grandson on the phone, he was saying, 'Grandpa, please, you gotta come and help us, the… https://t.co/m62WdiOhAm",Mon Jul 30 11:59:55 +0000 2018,0.6124,0.192,0.808,0.0
166,CBS News,Authorities have released dramatic body camera footage from a frantic foot chase and fatal shooting of 31-year-old… https://t.co/r4OQg0OhIL,Mon Jul 30 11:40:22 +0000 2018,-0.7506,0.0,0.701,0.299
167,CBS News,Probe into Flight 370 mystery highlights shortcomings https://t.co/iT8MCvRkNH https://t.co/gwm5vGDosK,Mon Jul 30 11:20:01 +0000 2018,0.0,0.0,1.0,0.0
168,CBS News,California wildfires: Firefighter struck by a tree and killed while working as part of a crew removing brush and ot… https://t.co/RMb7t0YUsc,Mon Jul 30 10:59:41 +0000 2018,-0.7579,0.0,0.723,0.277
169,CBS News,"The #CarrFire has burned nearly 150 square miles and has killed six people, including three members of one family.… https://t.co/m0BKdySgab",Mon Jul 30 10:47:50 +0000 2018,-0.6705,0.0,0.809,0.191
170,CBS News,13 killed as van carrying wedding party in Vietnam slams into truck https://t.co/D0mbfMhB2O https://t.co/R1HHgJACgS,Mon Jul 30 10:39:56 +0000 2018,-0.4215,0.141,0.625,0.234
171,CBS News,"Ahead on @CBSThisMorning, Trayvon Martin's father joins us in Studio 57 along with filmmakers Jenner Furst and Juli… https://t.co/JJ3ztWfvEc",Mon Jul 30 10:34:58 +0000 2018,0.0,0.0,1.0,0.0
172,CBS News,Minneapolis police release bodycam videos in fatal shooting of black man https://t.co/3rGitPEyta https://t.co/mS5QuLVtYz,Mon Jul 30 10:19:31 +0000 2018,-0.5423,0.0,0.774,0.226
173,CBS News,Egyptian court sentences 75 to death for their involvement in a 2013 sit-in https://t.co/76t4l7zLEp https://t.co/Giio7vSoOJ,Mon Jul 30 10:03:03 +0000 2018,-0.5719,0.07,0.702,0.228
174,CBS News,"For 1st time in almost 40 years, a Zimbabwe election without Mugabe https://t.co/Lig15JcAiL https://t.co/KoL8lzJ5Js",Mon Jul 30 09:56:05 +0000 2018,0.0,0.0,1.0,0.0
175,CBS News,Animal influencers: How pets earn big bucks as Instagram stars https://t.co/CziQmwnq9S https://t.co/d7YevfHT7L,Mon Jul 30 09:48:04 +0000 2018,0.0,0.0,1.0,0.0
176,CBS News,New details emerge in case of missing University of Iowa student https://t.co/O4fojPX8KJ https://t.co/DGjVhioHVE,Mon Jul 30 09:33:04 +0000 2018,-0.296,0.0,0.845,0.155
177,CBS News,Trump backers stand by president in face of Russia criticism — CBS poll https://t.co/Aw6T8ukiye https://t.co/bcFFiSTytH,Mon Jul 30 09:18:03 +0000 2018,-0.4404,0.0,0.818,0.182
178,CBS News,The Dish: Chef Edouardo Jordan brings the South to Seattle https://t.co/kcN5QV6ett https://t.co/4GdNlexGlo,Mon Jul 30 09:03:03 +0000 2018,0.0,0.0,1.0,0.0
179,CBS News,Probe into Flight 370 mystery highlights shortcomings https://t.co/QDhqzL31qi https://t.co/nviwU4L6Ah,Mon Jul 30 08:54:06 +0000 2018,0.0,0.0,1.0,0.0
180,The New York Times,"RT @UpshotNYT: As the battleground map comes into focus, it’s becoming increasingly clear that some developments of the last few years have…",Mon Jul 30 13:31:05 +0000 2018,-0.0258,0.103,0.791,0.107
181,The New York Times,President Trump tweeted on Sunday that he would be willing to shut down the government if Democrats do not give him… https://t.co/QhhhMxqeZe,Mon Jul 30 13:15:06 +0000 2018,0.0,0.0,1.0,0.0
182,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/K6Pipicsxw https://t.co/dAkGai5bzh,Mon Jul 30 13:00:15 +0000 2018,0.0,0.0,1.0,0.0
183,The New York Times,"""It was impossible to do the work. It was hell,"" said a man in an Algerian town that recorded 124 degrees Fahrenhei… https://t.co/PesjYqNjen",Mon Jul 30 12:45:10 +0000 2018,0.0,0.0,1.0,0.0
184,The New York Times,Paul Manafort used at least 4 offshore accounts to wire more than 2 million euros to pay the group of former politi… https://t.co/UxzppMEP3Q,Mon Jul 30 12:30:00 +0000 2018,-0.1027,0.0,0.935,0.065
185,The New York Times,"Documents filed by Robert Mueller last month showed that Alan Friedman, an Italian media celebrity, worked closely… https://t.co/o3Hrjbf3vq",Mon Jul 30 12:15:08 +0000 2018,0.0,0.0,1.0,0.0
186,The New York Times,"Your daily @DealBook Briefing:

• Accusations against CBS’s CEO could spur a Viacom deal. 

• The Bank of England g… https://t.co/GUifxCvATd",Mon Jul 30 12:03:04 +0000 2018,-0.3182,0.0,0.881,0.119
187,The New York Times,"Review: Santigold's latest album tackles themes like autonomy, eccentricity and societal critique and wraps them in… https://t.co/TSKNhGIJpw",Mon Jul 30 11:46:32 +0000 2018,0.3612,0.135,0.865,0.0
188,The New York Times,"RT @mattfleg: ""So many people think they know me,"" Cynthia Nixon says. She thinks otherwise. Our deep look at her long-shot challenge to An…",Mon Jul 30 11:36:56 +0000 2018,0.0772,0.053,0.947,0.0
189,The New York Times,An environmental activist received an urgent government warning on Saturday to evacuate his home immediately. But i… https://t.co/Nn4zjLnzLM,Mon Jul 30 11:30:09 +0000 2018,-0.1531,0.089,0.792,0.119
190,The New York Times,"The ACLU has been changing tactics, and one of its models for the future is the NRA https://t.co/ckH3xKChh8",Mon Jul 30 11:15:03 +0000 2018,0.0,0.0,1.0,0.0
191,The New York Times,"""We're going to have a challenging midterm anyway, and I don't see how putting the attention on shutting down the g… https://t.co/Jg3IgJOMzn",Mon Jul 30 11:00:11 +0000 2018,0.1531,0.078,0.922,0.0
192,The New York Times,"""We don't need floods or anything. We just need some average rain."" Farmers in an area of southeastern Australia ha… https://t.co/FIA4WF5eFr",Mon Jul 30 10:44:04 +0000 2018,0.0,0.0,1.0,0.0
193,The New York Times,A polar bear was shot and killed after it attacked and injured a guard from a cruise ship that had stopped at an Ar… https://t.co/hk0mjpVstt,Mon Jul 30 10:30:06 +0000 2018,-0.9022,0.0,0.598,0.402
194,The New York Times,What does it actually mean for a crop to be genetically modified? https://t.co/LDZDyVp3Ft,Mon Jul 30 10:16:06 +0000 2018,0.0,0.0,1.0,0.0
195,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/de1e5ZGsx9 https://t.co/CnwyDnTQLK,Mon Jul 30 10:00:06 +0000 2018,0.0,0.0,1.0,0.0
196,The New York Times,"The question was not who would win. Instead, the real mystery was whether Cambodians were so deeply disenchanted wi… https://t.co/D0xP3vFjGb",Mon Jul 30 09:45:03 +0000 2018,-0.4717,0.0,0.861,0.139
197,The New York Times,"Laos's approach to development has paid off handsomely for domestic elites, while often leaving the rural poor at t… https://t.co/cpcrcapKt4",Mon Jul 30 09:31:02 +0000 2018,-0.0516,0.121,0.75,0.129
198,The New York Times,"At a last-minute news conference on Sunday, Robert Mugabe said he ""can't vote for those who have tormented me."" https://t.co/KgSwNOq8yr",Mon Jul 30 09:15:02 +0000 2018,0.0,0.0,1.0,0.0
199,The New York Times,"A sixth person has died in the Carr Fire in Northern California, the authorities said https://t.co/tyHE1VCKRI",Mon Jul 30 09:00:12 +0000 2018,-0.7184,0.0,0.684,0.316
200,Fox News,"OPINION: Trump should tone down his Twitter threats, or America could face trouble around the world https://t.co/97nV69vFjv",Mon Jul 30 09:55:07 +0000 2018,-0.6705,0.0,0.732,0.268
201,Fox News,"Jason Nichols: “Democratic Socialism is one wing of the party, we have a wide tent for the Democratic Party.” https://t.co/HNc4AKGuMy",Mon Jul 30 09:40:26 +0000 2018,0.4019,0.13,0.87,0.0
202,Fox News,Missing University of Iowa student may have returned to home after jog: report https://t.co/lT5CKEMIEw,Mon Jul 30 09:30:03 +0000 2018,-0.296,0.0,0.855,0.145
203,Fox News,Robert Wilkie to Be Sworn in as Secretary of VA Today https://t.co/duz9zdo8zA,Mon Jul 30 09:21:36 +0000 2018,0.0,0.0,1.0,0.0
204,Fox News,Computer Glitch at @AmericanAir Causes Delays Nationwide https://t.co/j1MIlWtMKu,Mon Jul 30 09:21:02 +0000 2018,0.0,0.0,1.0,0.0
205,Fox News,OPINION: I'm an educator. This is why I want Judge Kavanaugh on the Supreme Court https://t.co/EYuP9WrTMT,Mon Jul 30 09:14:43 +0000 2018,0.5994,0.274,0.726,0.0
206,Fox News,Eight-year-old boy starts lemonade stand to help local police department https://t.co/MRW19niFVL,Mon Jul 30 08:56:25 +0000 2018,0.4019,0.213,0.787,0.0
207,Fox News,".@JoeBorelliNYC: ""Nobody wants a government shutdown...but when you elect a Republican Congress to the House, you e… https://t.co/bnKftjMbfw",Mon Jul 30 08:51:12 +0000 2018,0.0,0.0,1.0,0.0
208,Fox News,".@RochelleRitchie: ""What kind of president tweets that he would love to see the government shut down? Why would Pre… https://t.co/OEPEYQlDkb",Mon Jul 30 08:46:14 +0000 2018,0.6369,0.181,0.819,0.0
209,Fox News,"On #SundayFutures, Rep. @DevinNunes pushed to declassify more of the FISA warrant documents. https://t.co/3kCJW8hDfy",Mon Jul 30 08:45:00 +0000 2018,0.0,0.0,1.0,0.0
210,Fox News,Republicans call for Trump to declassify FISA documents https://t.co/7gMMJwOus2,Mon Jul 30 08:40:47 +0000 2018,0.0,0.0,1.0,0.0
211,Fox News,"Peter Morici: ""What the left is denying is that over the entire Trump presidency, growth has averaged about 40 to 4… https://t.co/1DwBrME3qy",Mon Jul 30 08:24:20 +0000 2018,0.0516,0.104,0.8,0.096
212,Fox News,Northern California fire leaves 6 dead as officials worry high winds could flame blaze https://t.co/zzBsRt9wg0 https://t.co/MRRWkIxVFl,Mon Jul 30 08:15:57 +0000 2018,-0.8625,0.0,0.556,0.444
213,Fox News,Washington Nationals shortstop Trea Turner apologizes for racist and homophobic tweets https://t.co/L6lcUcoLj6,Mon Jul 30 08:13:47 +0000 2018,-0.3612,0.152,0.606,0.242
214,Fox News,Trump tweets he'd 'shut down' government if Democrats don't fund US-Mexico wall https://t.co/BZWBmREqAY https://t.co/1DCEGRJon8,Mon Jul 30 08:11:06 +0000 2018,0.0,0.0,1.0,0.0
215,Fox News,SHOW OFF: Ritchie the ring-tailed lemur confidently flexed his muscles on Monday at the Melbourne Zoo. https://t.co/EdOTdbwKXn,Mon Jul 30 08:04:22 +0000 2018,0.4767,0.162,0.838,0.0
216,Fox News,".@AllenWest: ""We have substance right now, and you have a president that [is] really putting people on notice."" https://t.co/9I2bnb3GJR",Mon Jul 30 08:00:00 +0000 2018,0.0,0.0,1.0,0.0
217,Fox News,2 arrested for alleged looting during California wildfires https://t.co/myHhyxOiYQ,Mon Jul 30 07:53:00 +0000 2018,-0.4767,0.0,0.693,0.307
218,Fox News,".@VP: ""My dad was in the @USArmy... [He] raised us to understand that he always thought the heroes of the Korean Wa… https://t.co/IsHkH9Fyrs",Mon Jul 30 07:45:00 +0000 2018,0.5106,0.13,0.87,0.0
219,Fox News,"Netflix focused on building faith and family-based shows, exec says https://t.co/TQGV3FMBzl",Mon Jul 30 07:38:00 +0000 2018,0.6597,0.375,0.625,0.0
220,CNN,Missed the longest total lunar eclipse of the century on Friday? Here are the best shots https://t.co/uNuFNGdzpW https://t.co/uobCPFubKG,Mon Jul 30 10:22:00 +0000 2018,0.4588,0.188,0.714,0.098
221,CNN,"In a previously undisclosed TSA program, US federal air marshals are tracking American citizens not suspected of a… https://t.co/PgHzC43kqM",Mon Jul 30 10:21:59 +0000 2018,0.1695,0.089,0.911,0.0
222,CNN,"Qatar World Cup organizers have denied allegations they ran a ""black operations"" campaign in their successful effor… https://t.co/Ao6pfVa0Yt",Mon Jul 30 10:11:47 +0000 2018,0.2263,0.175,0.691,0.134
223,CNN,"Nazi images, including a swastika, were discovered this weekend painted on a structure that is part of a Jewish syn… https://t.co/umOxg9Ph22",Mon Jul 30 10:03:46 +0000 2018,0.0,0.0,1.0,0.0
224,CNN,She escaped domestic slavery in Kuwait. Now she helps other survivors https://t.co/kk0Bag97rP https://t.co/6Ah2xKTGz9,Mon Jul 30 09:57:40 +0000 2018,-0.4939,0.141,0.598,0.261
225,CNN,"🚨 RECALL ALERT: 
A Chinese company is recalling tainted heart medicine from stores worldwide after it was found to… https://t.co/pBFJND51Vc",Mon Jul 30 09:47:37 +0000 2018,0.4466,0.147,0.853,0.0
226,CNN,A recent report by Human Rights Watch showed a link between crackdowns on LGBT people and increased HIV rates in In… https://t.co/EPv3NFhi26,Mon Jul 30 09:40:28 +0000 2018,0.2732,0.1,0.9,0.0
227,CNN,The best travel photos of 2018 (so far) https://t.co/RVxn5e4KYB https://t.co/NZfTp0TUz1,Mon Jul 30 09:28:52 +0000 2018,0.6369,0.318,0.682,0.0
228,CNN,"An English immigrant has vowed to fight an order to pay for the ""vandalism"" of his 123-year-old antique piano, whic… https://t.co/kdBG57nW3n",Mon Jul 30 09:22:21 +0000 2018,-0.4588,0.0,0.826,0.174
229,CNN,RT @cnni: Malaysia says it has failed to determine the cause of MH370's disappearance https://t.co/cgwn7PTwUr,Mon Jul 30 09:19:44 +0000 2018,-0.5106,0.0,0.809,0.191
230,CNN,"Asking a woman about her work-life balance can be problematic, but she should use the opportunity to discuss the ne… https://t.co/3JPpqayuRN",Mon Jul 30 09:12:07 +0000 2018,0.4118,0.156,0.761,0.082
231,CNN,A German cruise line is facing outrage after one of its employees shot and killed a wild polar bear in Norway after… https://t.co/m3Hl5VlISZ,Mon Jul 30 09:08:06 +0000 2018,-0.8316,0.0,0.709,0.291
232,CNN,"Welcome to the CrossFit Games, where the world’s best CrossFit athletes compete for the title of “The Fittest on Ea… https://t.co/HgZyaRRMHR",Mon Jul 30 09:07:47 +0000 2018,0.802,0.275,0.725,0.0
233,CNN,Trump's tweets on Sunday represented his most specific attempt yet to discredit any findings of the Mueller investi… https://t.co/JxumBltQk8,Mon Jul 30 09:03:03 +0000 2018,0.0,0.0,1.0,0.0
234,CNN,"Growing up in Minneapolis, Alisa Clare Cohen constantly wondered whether her birth parents in Chile really abandone… https://t.co/xkfnRGPUXg",Mon Jul 30 08:53:01 +0000 2018,0.1779,0.091,0.909,0.0
235,CNN,President Trump threatens to push the government into shutdown ahead of the coming appropriations deadline if Congr… https://t.co/Wc83aw7Phy,Mon Jul 30 08:45:10 +0000 2018,-0.3818,0.0,0.867,0.133
236,CNN,An unknown prankster put a Putin portrait in Colorado's state Capitol where Trump's would be https://t.co/aKgCf3mVpG https://t.co/v6RQThZxtV,Mon Jul 30 08:33:07 +0000 2018,0.0,0.0,1.0,0.0
237,CNN,Underwear is being transformed by technology -- with high-performance briefs claiming to do everything from emittin… https://t.co/FKagLj9X6Y,Mon Jul 30 08:26:07 +0000 2018,0.0,0.0,1.0,0.0
238,CNN,Justice Ruth Bader Ginsburg says she hopes to stay on the Supreme Court at least five more years until the age of 9… https://t.co/T7t0steuc6,Mon Jul 30 08:18:03 +0000 2018,0.8689,0.318,0.682,0.0
239,CNN,Coke is raising soda prices because of aluminum tariffs https://t.co/4zzj9h9HOr https://t.co/vpNOvgrIy8,Mon Jul 30 08:13:07 +0000 2018,0.0,0.0,1.0,0.0
240,BBC News (World),Karunanidhi health: Tamil Nadu former chief minister in hospital https://t.co/WdJUgteql0,Mon Jul 30 04:32:56 +0000 2018,0.0,0.0,1.0,0.0
241,BBC News (World),Assam: Millions risk losing India citizenship https://t.co/9W0UAICIo9,Mon Jul 30 03:35:00 +0000 2018,-0.5719,0.0,0.515,0.485
242,BBC News (World),"RT @BBCNewsAsia: ""Massive damage."" 

More than 100 people are trapped on Mount Rinjani, a popular hiking destination on the Indonesian tour…",Mon Jul 30 03:04:30 +0000 2018,-0.1531,0.116,0.744,0.14
243,BBC News (World),Lombok: Hikers trapped on mountain after earthquake https://t.co/5p6F8Myo0a,Mon Jul 30 02:45:55 +0000 2018,-0.5267,0.0,0.673,0.327
244,BBC News (World),Zimbabwe election: Voters set for first ballot without Mugabe https://t.co/CdRCJBTPHZ,Mon Jul 30 02:38:22 +0000 2018,0.0,0.0,1.0,0.0
245,BBC News (World),'Panicked' kangaroo smashes way into Australian home https://t.co/wLSLr3sIsX,Mon Jul 30 02:22:52 +0000 2018,0.0,0.0,1.0,0.0
246,BBC News (World),Russian outcry over prison brutality video https://t.co/bYLBXe422C,Mon Jul 30 00:40:38 +0000 2018,-0.891,0.0,0.274,0.726
247,BBC News (World),California fire: Deadly blazes continues to grow https://t.co/ci6JB4bMN2,Sun Jul 29 21:35:32 +0000 2018,-0.34,0.0,0.745,0.255
248,BBC News (World),Why Trump attacks the media https://t.co/Ro5lGDrsRG,Sun Jul 29 21:14:42 +0000 2018,-0.4404,0.0,0.633,0.367
249,BBC News (World),French skier who disappeared in Italy in 1954 is finally identified https://t.co/WeGSPRuv1O,Sun Jul 29 20:08:53 +0000 2018,-0.2263,0.0,0.853,0.147
250,BBC News (World),"RT @BBCSport: Geraint Thomas has done it! 👏🏴󠁧󠁢󠁷󠁬󠁳󠁿

He's become the first ever Welshman to win the Tour de France 👉 https://t.co/ZtkRdPtGio…",Sun Jul 29 17:13:09 +0000 2018,0.6239,0.17,0.83,0.0
251,BBC News (World),New York Times tells Trump: Don't call reporters enemies of the people https://t.co/nEFpbba3pn,Sun Jul 29 16:53:16 +0000 2018,0.3875,0.18,0.82,0.0
