City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
278,tolga,0,DZ,1531688400,22,34.73,5.38,98.6,3.36
279,north bend,1,US,1531691760,72,43.41,-124.22,66.2,16.11
280,dalbandin,0,PK,1531692782,19,28.9,64.41,75.81,3.38
281,geraldton,75,CA,1531690440,78,49.72,-86.95,73.4,8.05
282,charters towers,0,AU,1531692782,86,-20.07,146.27,47.73,2.15
283,salalah,90,OM,1531687800,88,17.01,54.1,78.8,9.17
284,puro,92,PH,1531692783,100,13.13,123.76,74.82,10.54
285,berlevag,40,NO,1531691400,81,70.86,29.09,53.6,2.24
286,plettenberg bay,0,ZA,1531692784,100,-34.05,23.37,57.45,16.46
287,nieves,20,MX,1531692784,33,24.0,-103.02,81.21,9.19
288,hami,100,CN,1531692784,42,42.84,93.51,77.07,2.15
289,hamilton,75,CA,1531688400,62,43.26,-79.87,86.0,6.93
290,katsuura,75,JP,1531690200,100,33.93,134.5,78.8,3.36
291,fortuna,20,ES,1531692000,83,38.18,-1.13,77.0,2.24
292,port-gentil,90,GA,1531688400,88,-0.72,8.78,75.2,11.41
293,lufilufi,75,WS,1531688400,74,-13.87,-171.6,82.4,8.05
294,avera,1,US,1531690500,62,33.19,-82.53,89.6,4.7
295,fort nelson,75,CA,1531692000,43,58.81,-122.69,69.8,5.82
296,adrar,0,DZ,1531688400,9,27.87,-0.29,98.6,13.87
297,pizarro,92,CO,1531692787,99,4.95,-77.37,79.5,5.95
298,alofi,92,NU,1531692000,83,-19.06,-169.92,78.8,12.75
299,yulara,0,AU,1531692000,55,-25.24,130.99,33.8,4.38
300,narsaq,24,GL,1531691400,44,60.91,-46.05,59.0,6.93
301,lucea,40,JM,1531688400,70,18.44,-78.17,87.8,21.92
302,chaman,0,AF,1531692789,25,30.92,66.46,64.38,2.37
303,gunjur,75,GM,1531692000,83,13.18,-16.76,82.4,5.82
304,smithers,75,CA,1531692000,40,54.78,-127.17,71.6,4.7
305,paamiut,36,GL,1531692790,80,61.99,-49.67,47.91,11.77
306,dakar,20,SN,1531688400,74,14.69,-17.45,82.4,13.87
307,saint-pierre,0,FR,1531692000,72,48.95,4.24,68.0,4.7
308,pauini,20,BR,1531692791,61,-7.71,-67.0,86.7,3.83
309,kemise,88,ET,1531692791,81,10.72,39.87,56.91,1.59
310,petropavlovsk-kamchatskiy,90,RU,1531690200,93,53.05,158.65,53.6,4.47
311,norwich,44,GB,1531691760,68,52.63,1.29,73.4,3.36
312,cuiluan,0,CN,1531692792,88,47.72,128.65,62.4,2.37
313,collie,88,AU,1531692793,91,-33.36,116.15,55.56,20.04
314,zlobin,0,HR,1531692000,64,45.29,14.65,73.4,2.24
315,kropotkin,68,RU,1531692793,67,45.43,40.58,71.85,6.85
316,makakilo city,75,US,1531688220,58,21.35,-158.09,87.8,8.05
317,kananga,0,CD,1531692794,72,-5.9,22.41,70.14,2.37
318,souillac,0,FR,1531692000,53,45.6,-0.6,77.0,3.36
319,uray,0,RU,1531692794,84,60.13,64.8,58.53,2.48
320,ahipara,80,NZ,1531692795,100,-35.17,173.16,55.74,13.22
321,loa janan,92,ID,1531692795,83,-0.58,117.09,77.79,3.15
322,san andres,100,PH,1531692795,100,13.32,122.68,78.96,15.68
323,palauig,92,PH,1531692796,100,15.44,119.9,73.29,3.27
324,nemuro,80,JP,1531692545,93,43.32,145.57,57.36,11.21
325,ancud,36,CL,1531692796,95,-41.87,-73.83,46.38,2.71
326,roald,0,NO,1531691400,100,62.58,6.12,64.4,4.7
327,likasi,0,CD,1531692797,60,-10.99,26.74,61.68,8.63
328,nouadhibou,0,MR,1531688400,77,20.93,-17.03,69.8,21.92
329,klaksvik,40,FO,1531691400,93,62.23,-6.59,51.8,11.41
330,chumikan,92,RU,1531692798,96,54.72,135.31,50.88,8.41
331,kortkeros,44,RU,1531690200,100,61.81,51.56,64.4,2.24
332,redmond,1,US,1531691880,25,47.67,-122.12,89.6,9.17
333,bafoulabe,8,ML,1531692798,72,13.81,-10.83,83.1,10.2
334,san joaquin,92,PH,1531692799,96,10.59,122.14,75.63,8.97
335,plouzane,0,FR,1531692000,82,48.38,-4.62,66.2,2.24
336,nome,40,US,1531691700,52,30.04,-94.42,95.0,8.05
337,mobaye,88,CF,1531692800,96,4.33,21.18,69.06,2.15
338,aklavik,40,CA,1531688400,43,68.22,-135.01,71.6,5.82
339,sudak,0,UA,1531692679,94,44.85,34.97,67.35,7.4
340,waitati,80,NZ,1531692801,93,-45.75,170.57,45.93,13.67
341,hay river,75,CA,1531692000,59,60.82,-115.79,64.4,8.05
342,moranbah,0,AU,1531692801,77,-22.0,148.04,39.54,2.82
343,togur,0,RU,1531692802,64,58.36,82.83,59.07,7.52
344,sikonge,0,TZ,1531692802,39,-5.63,32.75,64.65,9.86
345,homer,40,US,1531691580,93,59.64,-151.54,53.6,3.36
346,tigil,0,RU,1531692802,57,57.8,158.67,64.56,3.83
347,ustka,0,PL,1531692803,93,54.58,16.86,62.58,6.4
348,inongo,36,CD,1531692803,71,-1.93,18.29,77.61,2.37
349,luanda,0,AO,1531688400,83,-8.83,13.24,69.8,5.82
350,kysyl-syr,88,RU,1531692804,52,63.9,122.77,55.83,7.85
351,gat,92,SN,1531688400,66,14.69,-16.54,86.0,9.17
352,nizhniy tsasuchey,92,RU,1531692804,94,50.52,115.13,63.12,4.83
353,onega,0,RU,1531692804,79,63.91,38.09,61.05,2.59
354,sisimiut,36,GL,1531692805,67,66.94,-53.67,59.34,2.15
355,marawi,76,PH,1531692805,100,8.0,124.29,67.89,2.37
356,prince rupert,75,CA,1531692000,77,54.32,-130.32,60.8,10.29
357,shemonaikha,12,KZ,1531692806,82,50.63,81.92,64.56,0.58
358,tarso,75,CO,1531688400,37,5.86,-75.82,82.4,9.17
359,salekhard,0,RU,1531692806,76,66.54,66.62,59.79,5.61
360,najran,0,SA,1531688400,17,17.54,44.22,89.6,5.17
361,matadi,0,CD,1531692807,79,-5.83,13.46,72.12,7.52
362,talnakh,0,RU,1531692807,67,69.49,88.39,53.85,6.73
363,vilyuysk,76,RU,1531692807,57,63.75,121.63,57.09,5.61
364,lata,80,IN,1531692808,100,30.78,78.62,60.6,1.59
365,vadlapudi,80,IN,1531692808,63,14.32,79.8,83.1,16.35
366,shancheng,92,CN,1531692808,85,26.9,117.17,73.92,2.04
367,tallahassee,20,US,1531690500,88,30.44,-84.28,89.6,4.83
368,sao miguel do araguaia,0,BR,1531692809,75,-13.28,-50.16,78.78,4.05
369,rudsar,0,IR,1531688400,88,37.14,50.29,78.8,4.72
370,faya,40,SA,1531688400,36,18.39,42.45,77.0,2.93
371,kamaishi,76,JP,1531692810,85,39.28,141.86,74.1,3.6
372,haines junction,92,CA,1531692810,77,60.75,-137.51,45.48,2.82
373,zavyalovo,0,RU,1531690200,82,54.51,82.45,60.8,6.71
374,timiryazevskoye,0,RU,1531692811,52,56.49,84.88,62.85,7.29
375,khachrod,92,IN,1531692812,99,23.42,75.28,73.11,5.84
376,praya,75,ID,1531692000,94,-8.71,116.27,71.6,3.36
377,yeppoon,0,AU,1531692000,81,-23.13,150.74,51.8,2.24
378,rongcheng,0,CN,1531692812,90,37.16,122.42,74.55,12.66
379,loule,0,PT,1531692000,88,37.14,-8.02,66.2,10.29
380,zhigansk,0,RU,1531692813,55,66.77,123.37,54.57,11.54
381,sangmelima,64,CM,1531692813,82,2.93,11.98,73.56,2.82
382,whitehorse,90,CA,1531688400,87,60.72,-135.06,48.2,14.99
383,verkhniy mamon,56,RU,1531692814,69,50.17,40.4,70.05,2.59
384,maceio,20,BR,1531692000,78,-9.67,-35.74,75.2,5.82
385,dolores,100,AR,1531692815,82,-36.31,-57.68,51.87,4.94
386,songea,12,TZ,1531692815,88,-10.68,35.65,53.31,2.82
387,koutiala,56,ML,1531692815,63,12.39,-5.46,83.55,8.41
388,ilo,8,PE,1531692816,89,-17.65,-71.34,64.11,2.82
389,padang,20,ID,1531692816,100,-0.92,100.36,81.75,8.19
390,the valley,40,AI,1531688400,74,18.22,-63.06,84.2,14.99
391,villaviciosa,40,ES,1531692000,88,43.48,-5.43,66.2,14.99
392,nicoya,40,CR,1531688400,66,10.15,-85.45,87.8,19.46
393,tari,68,NG,1531692817,100,12.41,4.49,72.03,6.62
394,moosomin,0,CA,1531692818,48,50.14,-101.67,71.94,24.52
395,conde,88,BR,1531692818,92,-11.81,-37.61,73.65,7.4
396,husavik,0,CA,1531692818,56,50.56,-96.99,74.46,23.06
397,altay,12,CN,1531692819,82,47.83,88.13,47.1,3.71
398,namatanai,76,PG,1531692819,100,-3.66,152.44,80.4,8.52
399,mari,20,BR,1531688400,83,-7.06,-35.32,75.2,10.29
400,santander,90,PH,1531688400,94,9.42,123.33,77.0,15.23
401,areosa,20,PT,1531692000,88,41.72,-8.86,64.4,4.7
402,san miguel,0,AR,1531688400,76,-34.54,-58.72,55.4,6.93
403,mutoko,0,ZW,1531692821,70,-17.4,32.23,57.18,7.96
404,zeya,56,RU,1531692821,97,53.74,127.27,59.43,2.71
405,lerwick,56,GB,1531691400,87,60.15,-1.15,57.2,4.7
406,kholm-zhirkovskiy,76,RU,1531692822,80,55.52,33.47,67.35,6.17
407,hongjiang,12,CN,1531692822,92,27.21,109.83,72.66,2.37
408,veraval,0,FR,1531692000,63,49.65,0.71,64.4,5.82
409,nampula,75,MZ,1531688400,82,-15.12,39.26,68.0,8.05
410,sitka,44,US,1531692823,77,37.17,-99.65,84.18,9.98
411,jalingo,76,NG,1531692824,98,10.21,12.82,69.15,2.71
412,berea,1,US,1531691760,52,41.37,-81.85,87.8,9.17
413,la romana,40,DO,1531688400,79,18.43,-68.97,84.2,11.41
414,ponta delgada,20,PT,1531692000,88,37.73,-25.67,68.0,12.75
415,yilan,20,TW,1531690200,78,24.75,121.75,82.4,14.99
416,ambovombe,0,MG,1531692825,94,-25.18,46.09,63.48,6.17
417,mosquera,40,CO,1531688400,63,4.71,-74.23,62.6,11.41
418,hasaki,32,JP,1531690200,88,35.73,140.83,80.6,4.7
419,hanyang,68,CN,1531692826,98,32.14,105.51,68.16,2.15
420,ambanja,0,MG,1531692827,91,-13.68,48.45,58.89,3.6
421,ketchikan,90,US,1531691760,77,55.34,-131.65,60.8,11.41
422,carballo,75,ES,1531692000,93,43.21,-8.69,64.4,3.36
423,rovaniemi,20,FI,1531691400,93,66.5,25.72,62.6,2.24
424,socorro,92,PH,1531692828,100,13.06,121.41,71.49,2.71
425,visby,0,SE,1531691400,72,57.64,18.3,60.8,6.73
426,verkhovazhye,8,RU,1531692829,87,60.75,42.05,64.83,2.93
427,drumnadrochit,20,GB,1531691400,93,57.34,-4.48,66.2,1.12
428,ballina,75,IE,1531688400,93,54.11,-9.15,55.4,3.36
429,ahuimanu,90,US,1531688220,78,21.44,-157.84,87.8,9.17
430,lasa,20,CY,1531692000,94,34.92,32.53,80.6,5.82
431,laguna,75,MX,1531687740,32,27.52,-110.01,95.0,2.48
432,ray,1,US,1531691700,31,48.34,-103.17,78.8,14.99
433,osypenko,0,UA,1531690200,72,48.04,34.39,68.0,2.59
434,luebo,0,CD,1531692831,39,-5.35,21.42,78.51,3.6
435,igarka,56,RU,1531692832,59,67.47,86.57,61.41,4.72
436,mendi,80,ET,1531692832,97,9.8,35.1,61.77,3.6
437,solnechnyy,56,RU,1531692832,79,50.72,136.64,67.98,5.17
438,nazca,0,PE,1531692832,67,-14.83,-74.94,70.32,3.38
439,madison heights,75,US,1531690500,38,42.49,-83.11,95.0,4.61
440,port moresby,76,PG,1531692833,97,-9.47,147.16,77.88,5.95
441,emba,20,CY,1531692000,94,34.81,32.42,80.6,5.82
442,inzhavino,68,RU,1531692834,37,52.33,42.5,79.95,10.09
443,aswan,0,EG,1531688400,15,24.09,32.9,93.2,5.82
444,rodino,0,RU,1531692834,67,52.5,80.2,67.98,12.21
445,manaus,40,BR,1531688400,78,-3.13,-59.98,78.8,4.7
446,rio branco,40,BR,1531688400,43,-9.98,-67.82,89.6,9.17
447,leningradskiy,88,RU,1531692835,94,69.38,178.42,34.5,19.82
448,straumen,0,NO,1531691400,60,63.87,11.3,68.0,3.36
449,campos novos,0,BR,1531692836,60,-27.4,-51.22,69.06,8.19
450,lazaro cardenas,75,MX,1531687620,29,28.39,-105.62,91.4,6.93
451,narsingdi,75,BD,1531692000,83,23.92,90.7,82.4,11.41
452,devils lake,1,US,1531691700,44,48.11,-98.87,75.2,20.8
453,kosonsoy,0,UZ,1531690200,39,41.25,71.55,80.6,6.93
454,naze,64,NG,1531692837,98,5.43,7.07,72.48,3.94
455,pangnirtung,92,CA,1531692837,100,66.15,-65.72,46.56,0.58
456,cap malheureux,20,MU,1531688400,88,-19.98,57.61,64.4,3.36
457,kyrylivka,76,UA,1531692838,68,47.32,37.67,71.85,3.38
458,leeton,64,AU,1531692838,87,-34.55,146.4,36.93,9.75
459,ugoofaaru,88,MV,1531692839,100,5.67,73.0,80.58,16.24
460,dinguiraye,68,GN,1531692839,95,11.29,-10.71,72.12,3.15
461,aberdeen,1,US,1531691580,39,45.47,-98.49,78.8,4.7
462,meulaboh,80,ID,1531692840,100,4.14,96.13,79.86,5.61
463,bandarbeyla,0,SO,1531692840,82,9.49,50.81,78.96,30.11
464,kolochava,92,UA,1531692840,98,48.43,23.7,56.91,2.93
465,coos bay,1,US,1531691760,72,43.37,-124.22,66.2,16.11
466,empalme,75,MX,1531687920,63,27.96,-110.81,95.0,13.87
467,ankpa,68,NG,1531692841,93,7.37,7.63,73.56,7.18
468,pochutla,40,MX,1531687500,50,15.74,-96.47,95.0,11.41
469,uyemskiy,20,RU,1531690200,93,64.47,40.85,59.0,2.24
470,marienburg,0,DE,1531691400,63,52.12,9.98,68.0,3.36
471,ornskoldsvik,24,SE,1531691400,46,63.29,18.72,69.8,5.82
472,laukaa,0,FI,1531691400,77,62.42,25.95,60.8,4.83
473,college,75,US,1531692420,63,64.86,-147.8,64.4,16.11
474,hovd,0,NO,1531691400,60,63.83,10.7,68.0,3.36
475,alghero,0,IT,1531691400,94,40.56,8.32,75.2,3.36
476,orsha,56,BY,1531692844,94,54.51,30.43,64.29,4.16
477,chapeco,0,BR,1531688400,47,-27.1,-52.62,75.2,4.7
478,el grullo,64,MX,1531692845,83,19.8,-104.22,75.09,2.71
479,vanino,12,RU,1531692845,47,53.93,40.55,75.36,8.75
480,muisne,88,EC,1531692845,75,0.61,-80.02,78.6,9.19
481,ribeira brava,20,PT,1531692000,64,32.65,-17.07,69.8,6.93
482,vega de alatorre,0,MX,1531692846,54,20.03,-96.65,86.7,7.18
483,buraydah,0,SA,1531688400,22,26.33,43.97,91.4,9.17
484,joigny,12,FR,1531692000,63,47.98,3.4,66.2,4.7
485,rabat,40,MA,1531692000,82,34.02,-6.83,64.4,3.36
486,sauda,0,NO,1531692847,74,59.65,6.35,57.09,2.37
487,brae,64,GB,1531691400,87,60.4,-1.35,57.2,4.7
488,angoche,0,MZ,1531692848,100,-16.23,39.91,77.16,16.58
489,opotiki,64,NZ,1531692848,100,-38.01,177.29,57.0,14.9
490,codrington,0,AU,1531692848,81,-28.95,153.24,34.5,5.06
491,santa cruz,1,US,1531691700,57,36.97,-122.03,75.2,18.34
492,rome,0,IT,1531691700,73,41.89,12.48,77.0,4.7
493,baykit,0,RU,1531692851,70,61.68,96.39,48.0,6.4
494,kungurtug,92,RU,1531692851,100,50.6,97.53,51.24,2.59
495,rafai,80,CF,1531692852,98,4.95,23.92,69.24,5.06
496,ardmore,40,US,1531691880,66,34.99,-86.85,87.8,3.36
497,ostrovnoy,56,RU,1531692852,55,68.05,39.51,68.43,5.95
498,san patricio,56,PY,1531692853,49,-26.98,-56.83,81.66,6.96
499,japura,12,ID,1531692853,93,-0.42,102.29,73.02,2.04
500,krasnaya gora,88,RU,1531690200,100,53.01,31.6,60.8,2.24
501,havre-saint-pierre,20,CA,1531688400,82,50.23,-63.6,66.2,11.41
502,inhambane,88,MZ,1531692854,93,-23.87,35.38,67.53,21.27
503,kudahuvadhoo,88,MV,1531692854,100,2.67,72.89,78.69,10.09
504,luderitz,44,NA,1531692854,59,-26.65,15.16,66.99,17.47
505,pervomayskoye,0,RU,1531692855,55,57.07,86.23,59.61,8.52
506,miedzyrzecz,0,PL,1531692000,64,52.44,15.58,68.0,5.82
507,karratha,0,AU,1531692855,63,-20.74,116.85,47.37,4.83
508,saint-francois,0,FR,1531692000,72,46.42,3.91,62.6,3.36
509,san carlos,76,VE,1531692856,84,9.66,-68.59,79.68,1.36
510,marrakesh,0,MA,1531692000,53,31.63,-7.99,73.4,11.41
511,biltine,48,TD,1531692857,49,14.53,20.93,84.0,2.93
512,abu kamal,0,SY,1531692857,26,34.45,40.92,89.31,13.44
513,ojinaga,8,US,1531692857,27,29.56,-104.41,93.99,5.17
514,kahului,40,US,1531690740,74,20.89,-156.47,87.8,11.41
515,bystryy istok,0,RU,1531692858,88,52.37,84.39,64.2,4.61
516,nanchong,64,CN,1531692858,92,30.8,106.08,74.19,3.71
517,griffith,48,AU,1531692858,84,-34.29,146.06,37.83,11.1
518,omboue,80,GA,1531692859,100,-1.57,9.26,74.55,14.23
519,palmer,75,US,1531691760,55,61.6,-149.11,66.2,4.7
520,yicheng,0,CN,1531692859,75,31.71,112.27,82.2,11.65
521,williston,1,US,1531691700,29,48.15,-103.62,80.6,11.41
522,coahuayana,12,MX,1531692860,48,18.62,-100.35,84.99,3.15
523,bathsheba,20,BB,1531688400,74,13.22,-59.52,82.4,19.46
524,tura,88,IN,1531692861,94,25.52,90.21,76.53,4.16
525,nizwa,0,OM,1531692861,34,22.93,57.53,88.86,4.5
526,ambilobe,88,MG,1531692861,86,-13.19,49.05,69.24,3.49
527,manyana,0,AU,1531688400,52,-35.26,150.51,46.4,18.34
528,muyezerskiy,0,RU,1531692862,76,63.93,31.65,64.38,2.48
529,nosy varika,24,MG,1531692862,100,-20.58,48.53,63.93,4.38
530,sola,0,NO,1531691400,93,58.89,5.65,57.2,3.36
531,nova serrana,0,BR,1531692863,57,-19.88,-44.98,69.96,2.82
532,gazli,0,UZ,1531692863,19,40.13,63.45,85.35,12.44
533,grass valley,1,US,1531690500,33,39.22,-121.06,95.0,4.7
534,peque,92,CO,1531692864,91,7.02,-75.91,70.05,2.15
535,takhtamygda,0,RU,1531692864,92,54.1,123.57,57.99,2.37
536,vila velha,0,BR,1531692000,78,-3.71,-38.6,78.8,8.05
537,narasapur,92,IN,1531692865,98,16.45,81.67,81.75,25.08
538,orocue,48,CO,1531692865,95,4.79,-71.34,78.96,5.84
539,poum,0,MK,1531692865,89,41.28,20.71,58.26,1.36
540,tual,80,ID,1531692866,100,-5.67,132.75,76.98,10.65
541,malm,0,NO,1531691400,60,64.07,11.22,68.0,3.36
542,sirjan,8,IR,1531692866,20,29.44,55.67,61.86,2.93
543,nagorsk,56,RU,1531692866,91,59.32,50.8,67.98,3.71
544,nerchinskiy zavod,92,RU,1531692867,89,51.31,119.61,58.08,2.37
545,dabeiba,92,CO,1531692867,91,7.0,-76.27,70.05,2.15
546,betsiamites,20,CA,1531688400,77,48.94,-68.65,69.8,3.36
547,salinopolis,36,BR,1531692868,97,-0.61,-47.36,81.21,12.33
548,kavieng,80,PG,1531692868,100,-2.57,150.8,80.13,8.63
549,vvedenskoye,0,RU,1531690200,82,55.29,38.01,68.0,6.71
550,koflach,0,AT,1531691400,87,47.07,15.08,60.8,1.12
551,kutum,100,SD,1531692869,35,14.2,24.66,82.56,3.6
552,shelburne,1,CA,1531688400,29,44.08,-80.2,89.6,8.05
553,axim,92,GH,1531692869,98,4.87,-2.24,77.43,11.77
554,dergachi,100,RU,1531692870,33,51.24,48.77,83.91,7.63
555,vahan,92,AZ,1531692870,88,40.58,45.4,63.66,3.94
556,pichayevo,100,RU,1531692870,38,51.79,41.22,79.68,5.73
557,narasannapeta,92,IN,1531692870,96,18.42,84.04,75.81,7.96
558,ucluelet,5,CA,1531692000,44,48.94,-125.55,77.0,10.29
